id,name,park
234593,ROCK CANYON,Uinta-Wasatch-Cache National Forest
234753,CANYON VIEW GROUP SITES,Sequoia & Kings Canyon National Parks
256346,Moonflower Canyon Group Site,Moonflower Canyon Recreation Area
232542,CAPE FAIR,Table Rock Lake
233900,CAPE PERPETUA,Siuslaw National Forest
234276,CAPE HORN WINTER RENTAL,Salmon-Challis National Forest
233981,CAPPS CROSSING,Eldorado National Forest
233382,CAPULIN SPRING PICNIC SITE,Cibola National Forest and Grasslands
233450,CARBOLYN PARK,Pomona Lake
233287,CARDEN POINT,Nimrod Lake
234252,CARIBOU MOUNTAIN GUARD STATION,Caribou-Targhee National Forest
234547,CARLTON,Tahoe National Forest
234483,CARNERO GUARD STATION,Rio Grande National Forest
234562,BELOW DAM SOUTH CAROLINA,J. Strom Thurmond Lake
233353,CARR CREEK LAKE SHELTERS,Carr Creek Lake
232181,CARTER LAKE,Siuslaw National Forest
232543,CARTER COVE,Nimrod Lake
234285,CARTER MILITARY TRAIL YURT,Ashley National Forest
234344,CARTER MEADOWS HORSE GROUP,Klamath National Forest
231866,CASCADE (COLORADO),PSICC
233771,CASCADE,Custer National Forest
233336,MORGAN-CASE HOMESTEAD,Lolo National Forest
233140,CASS LAKE LOOP,Chippewa National Forest
232811,CATAVEE,Sierra National Forest
233651,THOMSON CAUSEWAY,Mississippi River - Pools 11-22
10005354,Cave Run Dam Tailwater,Cave Run Lake
232194,CAVE SPRING,Coconino National Forest Recreation
233205,CAVE MOUNTAIN LAKE GROUP PICNIC SHELTER,George Washington & Jefferson National Forest
233411,CAVE CREEK,Rough River Lake
267559,CAVE CREEK GROUP SITE,Tonto National Forest
250027,PORTAL CCC HOUSE,Coronado National Forest
10012078,Point Cedar,Degray Lake
232303,CEDAR LAKE (OKLAHOMA),Ouachita National Forest
232545,CEDAR CREEK (TN),Old Hickory Lake
232546,CEDAR RIDGE (TX),Belton Lake
233453,CEDAR RIDGE (MO),Stockton Lake
234460,CEDAR CREEK (Sam Tobias),Lincoln National Forest
232547,CEDRON CREEK,Whitney Lake
232027,INDIAN CELINA LAKE,Hoosier National Forest
233232,STONE CELLAR GUARD STATION,Rio Grande National Forest
233590,POTATO HILLS CENTRAL,Sardis Lake
232379,HAYFORK GROUP CG,Boise National Forest
232638,MCKASKEY CREEK CG,Allatoona Lake
232715,SWEETWATER CG,Allatoona Lake
232729,UPPER STAMP CREEK CG,Allatoona Lake
233776,SHERIDAN NORTH COVE GRP CG,Black Hills National Forest
234530,RIBBONWOOD EQUESTRIAN CG,San Bernardino National Forest
232348,LOON LAKE CHALET,Eldorado National Forest
231867,CHALK LAKE,PSICC
231853,CHAMBERS LAKE,Arapaho & Roosevelt National Forests Pawnee NG
234546,CHAPMAN,Tahoe National Forest
233454,CHARBONNEAU PK,Lake Sacajawea
233937,CHATTER CREEK GROUP SITE,Okanogan-Wenatchee National Forest
232143,CHAVEZ CROSSING,Coconino National Forest Recreation
10007156,Chellberg Farm Picnic Shelters,Indiana Dunes National Park
232229,CHERRY,Uinta-Wasatch-Cache National Forest
234695,CHERRY GLEN PICNIC,Saylorville Lake
234756,CHERRY VALLEY,Stanislaus National Forest
233696,CHERRYVALE PARK,Big Hill Lake
231859,WEST CHICAGO CREEK,Arapaho & Roosevelt National Forests Pawnee NG
233456,CHICKASAW HILL,Enid Lake
233457,CHICKEN CREEK,Tenkiller Ferry Lake
233645,TALL CHIEF COVE,Skiatook Lake
232548,CHILATCHEE CREEK,Alabama River Lakes
232826,CHILCOOT,Plumas National Forest
232882,CHILKOOT,Sierra National Forest
251912,SPILLWAY PARK - CHINOOK SHELTER (OR),Lake Wallula
232150,CHIPPEWA LOOP,Chippewa National Forest
233781,CHIPPEWA,Chequamegon-Nicolet NF
233458,CHISHOLM TRAIL RIDGE,Waurika Lake
232255,CHOCTAW LAKE,National Forests in Mississippi
232549,CHOCTAW,Greers Ferry Lake
231879,CHRIS PARK,San Juan National Forest
231896,CHRISTOPHER CREEK,Tonto National Forest
233796,CHUTE GROUP,Manti-La Sal National Forest
234495,CIENEGA PICNIC SITE,Cibola National Forest and Grasslands
233378,PINE CITY,Inyo National Forest
232737,WAXAHACHIE CK,Bardwell Lake
232870,CLACKAMAS LAKE,Mt. Hood National Forest
273308,Clay Creek Recreation Site,Siuslaw River SRMA
234761,LOST CLAIM,Stanislaus National Forest
232551,CLARKS HILL,J. Strom Thurmond Lake
233459,CLARKS FERRY,Mississippi River - Pools 11-22
251957,Shenango Lake Clark Picnic Shelter,Shenango River Lake
273345,CLARK LAKE PAVILION,Ottawa National Forest
233682,CLE ELUM RIVER GROUP SITE,Okanogan-Wenatchee National Forest
232552,CLEAR LAKE (TX),Lavon Lake
232553,CLEAR SPRING,Wright Patman Lake
232849,CLEAR LAKE (OR),Mt. Hood National Forest
233460,CLEAR CREEK (MS),Sardis Lake
233988,CLEAR LAKE GROUP SITE,Okanogan-Wenatchee National Forest
234263,CLEAR CREEK GUARD STATION,Caribou-Targhee National Forest
273868,ELK CREEK PAVILION (CLEARWATER NF),Nez Perce-Clearwater National Forests
234656,LAKE CLEVELAND - EAST SIDE,Sawtooth National Forest
234122,NAVAJO CLIFFS,Ashley National Forest
250013,WHITE CLIFFS PARK,Millwood Lake
256935,RAVEN CLIFF PICNIC SHELTER,George Washington & Jefferson National Forest
232321,WHITE CLOUD,Tahoe National Forest
232149,CLUBHOUSE LAKE,Chippewa National Forest
231886,COAL MINE,Cibola National Forest and Grasslands
233135,COBB RIDGE,Mark Twain National Forest
233936,COBBETT LAKE,Grand Mesa Uncompahgre and Gunnison National Forest
233462,COEUR D'ALENE,Melvern Lake
234107,UPPER COFFEE POT,Caribou-Targhee National Forest
232893,COY FLAT,Sequoia National Forest
231856,COLD SPRINGS,Arapaho & Roosevelt National Forests Pawnee NG
232175,COLD RIVER,White Mountain National Forest
232288,COLD WATER COVE,Willamette National Forest
232869,COLD CREEK,Tahoe National Forest
233190,COLES POINT,George Washington & Jefferson National Forest
233783,COLES CREEK DAY USE,Carlyle Lake
232812,COLLEGE,Sierra National Forest
231868,COLLEGIATE PEAKS,PSICC
232480,COLLINS CREEK PICNIC PAVILION,Great Smoky Mountains National Park
234363,TWO COLOR GUARD STATION,Wallowa Whitman National Forest
231862,STILLWATER (COLORADO),Arapaho & Roosevelt National Forests Pawnee NG
234316,COLTON GUARD STATION,Ashley National Forest
231838,COMANCHE PARK,Black Hills National Forest
256934,COMERS ROCK PICNIC SHELTER,George Washington & Jefferson National Forest
231872,PIKE COMMUNITY,PSICC
232408,MANTI COMMUNITY,Manti-La Sal National Forest
233851,TIGIWON COMMUNITY HOUSE,White River National Forest
232146,MCPHEE RECREATION COMPLEX,San Juan National Forest
233271,OLD CONDON RANGER STATION,Flathead National Forest
272186,CONEMAUGH LAKE PAVILIONS,Conemaugh River Lake
232555,CONEROSS PARK,Hartwell Lake
234206,CONGO GULCH,Umatilla National Forest
234420,SAVENAC COOKHOUSE,Lolo National Forest
233465,COON CREEK (IL),Lake Shelbyville
233466,COON CREEK (OK),Kaw Lake
234767,LITTLE COON CREEK PARK,Gillham Lake
232353,COOPER CREEK SOUTH,Chugach National Forest
232173,DOLLY  COPP,White Mountain National Forest
234758,DOLLY COPP PICNIC PAVILION,White Mountain National Forest
232557,COPPERAS CREEK,Proctor Lake
255283,Corbin's Island Picnic Shelter,Raystown Lake
233498,FISHERMANS CORNER,Mississippi River - Pools 11-22
233357,JUNIPER LAKE STOCK CORRAL,Lassen Volcanic National Park
233358,SUMMIT LAKE STOCK CORRAL,Lassen Volcanic National Park
234532,JONES CORRAL GUARD STATION,Dixie National Forest
251710,OWL CREEK CORRAL,Flathead National Forest
232439,COSBY PICNIC PAVILION,Great Smoky Mountains National Park
232558,COSSATOT REEFS,Gillham Lake
234419,SAVENAC WEST COTTAGE,Lolo National Forest
232559,COTTON HILL,Walter F. George Lake
232383,LITTLE COTTONWOOD GROUP,Bridger-Teton National Forest
232471,COTTONWOOD GROUP,Joshua Tree National Park
232871,COTTONWOOD CREEK,Tahoe National Forest
233467,COTTONWOOD (NE),Lewis and Clark Lake
233468,COTTONWOOD POINT,Marion Reservoir
234078,COTTONWOOD (TX),Big Bend National Park
234518,COTTONWOOD GROUP PICNIC SITE,Bridger-Teton National Forest
234020,COUGAR FLAT,Okanogan-Wenatchee National Forest
234423,COUGAR PEAK LOOKOUT,Lolo National Forest
232031,COUNCIL,San Bernardino National Forest
251262,Parkway Drive-Volleyball Courts,National Mall and Memorial Parks
232682,QUARRY COVE,Nimrod Lake
232783,COVE GROUP,Sequoia National Forest
232792,PARADISE COVE,Sequoia National Forest
232801,SPRING COVE,Sierra National Forest
233469,COWHIDE COVE,Greeson Lake
233471,CRABTREE COVE,Stockton Lake
233512,HILLSBORO COVE,Marion Reservoir
233517,HUNTER COVE,Harlan County Lake
233551,METHODIST COVE,Harlan County Lake
233572,OSAGE COVE,Kaw Lake
233584,PINE CREEK COVE,Pine Creek Lake
233599,RICHEY COVE,Council Grove Lake
233617,SANDERS COVE,Pat Mayse Lake
233619,SANDY COVE,Canton Lake
233694,COVE CREEK,Willamette National Forest
234097,COZY COVE,Boise National Forest
234280,TUTTLE CREEK COVE,Tuttle Creek Lake
234498,SALMON COVE GROUP SITE,Okanogan-Wenatchee National Forest
251956,Shenango Lake Mahaney Spruce Cove Trails End Rolling Meadows Skyline Picnic Shelters,Shenango River Lake
273362,TWIN COVE POINT,Birch Lake
234596,COW CREEK SOUTH,White River National Forest
234528,COWPUNCHER GUARD STATION,Dixie National Forest
232032,COYOTE GROUP,Tahoe National Forest
233754,COYOTE POINT,New Hogan Lake
232386,CRAB FLATS,San Bernardino National Forest
233604,ROBERT W CRAIG,Jennings Randolph Lake
232452,CRANE FLAT,Yosemite National Park
232909,CRANE VALLEY,Sierra National Forest
234726,CRANES MILL PARK,Canyon Lake
232560,CRANFIELD PARK,Norfork Lake
232872,LITTLE CRATER LAKE,Mt. Hood National Forest
10004592,Hardley Creek Park,West Point Lake
10004602,Veasey Creek Park,West Point Lake
123040,HORSE CREEK PAVILION,Cherokee National Forest
231914,KINGS CREEK,Dixie National Forest
231919,DOCTOR CREEK,Fishlake National Forest
231922,TWIN CREEKS PICNIC,Fishlake National Forest
231929,CURRANT CREEK,Uinta-Wasatch-Cache National Forest
231931,SOLDIER CREEK,Uinta-Wasatch-Cache National Forest
231933,WOLF CREEK (UT),Uinta-Wasatch-Cache National Forest
231981,POOLE CREEK,Umpqua National Forest
231988,NOISY CREEK,Colville National Forest
232039,DUCK CREEK,Dixie National Forest
232045,FORBES CREEK,Tahoe National Forest
232046,FRENCH CREEK,Boise National Forest
232049,GERLE CREEK,Eldorado National Forest
232053,GREEN CREEK GROUP,Humboldt-Toiyabe National Forest Headquarters
232090,ROBINSON CREEK NORTH,Humboldt-Toiyabe National Forest Headquarters
232092,SAGEHEN CREEK,Boise National Forest
232121,WENCH CREEK,Eldorado National Forest
232136,DINKEY CREEK,Sierra National Forest
232145,HOUSE CREEK,San Juan National Forest
232170,PARK CREEK (IDAHO),Boise National Forest
232187,Silver Creek,Humboldt-Toiyabe National Forest Headquarters
232209,UPPER WOLF CREEK GROUP,Prescott National Forest
232216,MCNABB CREEK GROUP,Cherokee National Forest
232217,DOG CREEK (ID),Boise National Forest
232238,MCGEE CREEK,Inyo National Forest
232248,HAT CREEK,Lassen National Forest
232271,SHERWIN CREEK,Inyo National Forest
232290,GURNSEY CREEK,Lassen National Forest
232346,PRUNE CREEK,Bighorn National Forest
232352,PTARMIGAN CREEK,Chugach National Forest
232415,INDIAN CREEK (UT),Manti-La Sal National Forest
232435,DEEP CREEK PICNIC PAVILION,Great Smoky Mountains National Park
232476,TWIN CREEKS PICNIC PAVILION,Great Smoky Mountains National Park
232496,FURNACE CREEK,Death Valley National Park
232562,CRICKET CREEK,Table Rock Lake
232568,ISAAC CREEK,Alabama River Lakes
232569,FOSCUE CREEK,Black Warrior and Tombigbee Lakes
232571,DEERLICK CREEK,Black Warrior and Tombigbee Lakes
232572,DEFEATED CREEK PARK,Cordell Hull Lake
232579,DYERS CREEK,Barkley Lake
232594,HANKS CREEK,Sam Rayburn Reservoir
232595,HARDRIDGE CREEK,Walter F. George Lake
232596,HAWE CREEK,J. Strom Thurmond Lake
232600,HICKORY CREEK,Lewisville Lake
232601,HICKORY CREEK PARK,Beaver Lake
232605,HILL CREEK,Greers Ferry Lake
232609,HURRICANE CREEK,Barkley Lake
232642,MILL CREEK (TEXAS),Sam Rayburn Reservoir
232643,MILL CREEK (MISSOURI),Table Rock Lake
232666,PAYNES CREEK(HARTWELL LAKE),Hartwell Lake
232676,PLOWMAN CREEK,Whitney Lake
232695,ROCKY CREEK (SOMERVILLE LAKE),Somerville Lake
232697,SALT LICK CREEK,Cordell Hull Lake
232699,SANDY CREEK,Steinhagen Lake
232707,SIX MILE CREEK,Alabama River Lakes
232708,SOWELL CREEK,Proctor Lake
232709,REYNOLDS CREEK,Waco Lake
232745,WILLIS CREEK,Granger Lake
232750,WOLF CREEK (Navarro Mills Lake),Navarro Mills Lake
232752,YEGUA CREEK,Somerville Lake
232761,ELLERY CREEK,SHASTA-TRINITY NATIONAL FOREST
232763,MOORE CREEK,SHASTA-TRINITY NATIONAL FOREST
232785,STONY CREEK SEQUOIA,Sequoia National Forest
232788,LINK CREEK,Deschutes National Forest
232796,TILLIE CREEK,Sequoia National Forest
232804,MONO CREEK,Sierra National Forest
232813,DEER CREEK,Sierra National Forest
232818,ROCK CREEK (SIERRA NATL FORES),Sierra National Forest
232829,SPRING CREEK,Plumas National Forest
232835,STILL CREEK,Mt. Hood National Forest
232838,LOST CREEK,Mt. Hood National Forest
232839,FISH CREEK (OR),Mt. Hood National Forest
232866,GONE CREEK,Mt. Hood National Forest
232873,ROCK CREEK (OR),Mt. Hood National Forest
232884,SILVER CREEK-TRUCKEE,Tahoe National Forest
232887,SHIRTTAIL CREEK,Tahoe National Forest
232892,Indian Creek (WA),Okanogan-Wenatchee National Forest
232894,PACKARD CREEK,Willamette National Forest
233102,ROBINSON CREEK SOUTH,Humboldt-Toiyabe National Forest Headquarters
233156,ROCK CREEK PAVILION,North Umpqua Wild and Scenic River
233167,INDIAN CREEK GUARD STATION,Manti-La Sal National Forest
233168,SEELY CREEK GUARD STATION,Manti-La Sal National Forest
233208,JOHNSON CREEK GUARD STATION,Boise National Forest
233245,FISH CREEK PAVILION,Nez Perce-Clearwater National Forests
233248,SHORT CREEK GUARD STATION,Malheur National Forest
233313,MACKS CREEK PARK,Lucky Peak Lake
233316,JOHNSON CREEK DAY USE,Lake O' The Pines
233339,SLIDE CREEK,Willamette National Forest
233474,CURTIS CREEK,Milford Lake
233488,DOG CREEK (KY),Nolin River Lake
233495,ELK CREEK LANDING,Tenkiller Ferry Lake
233500,FLAT ROCK CREEK,Fort Gibson Lake
233502,GENTRY CREEK,Eufaula Lake
233504,GUN CREEK,Rend Lake
233518,INDIAN CREEK (MO),Mark Twain Lake
233525,JOHNSON CREEK,Lake Texoma
233567,OPOSSUM CREEK,Lake Shelbyville
233578,PARKER CREEK,Greeson Lake
233600,RILEY CREEK,Lake Pend Oreille
233605,ROCK CREEK (KS),Perry Lake
233622,SARGE CREEK,Kaw Lake
233624,SHADY CREEK,Mississippi River - Pools 11-22
233631,SLOUGH CREEK,Perry Lake
233632,SNAKE CREEK,Tenkiller Ferry Lake
233636,SPENCER CREEK,Oologah Lake
233656,TURKEY CREEK,Pine Creek Lake
233662,WALLACE CREEK,Enid Lake
233665,WARRIOR CREEK,W. Kerr Scott Dam & Reservoir
233677,WOLF CREEK (KS),Pomona Lake
233689,PEOPLES CREEK,Wappapello Lake
233692,HORSE CREEK,Kaweah Lake
233723,JEFFERSON CREEK,PSICC
233737,MOOSE CREEK GROUP SITE,Custer Gallatin National Forest
233819,SKULL CREEK,Ashley National Forest
233844,TRAIL CREEK,Caribou-Targhee National Forest
233898,SHARP CREEK,Tonto National Forest
233904,PAINT CREEK DAM SITE,Paint Creek Lake
233905,DEER CREEK LAKE DAY USE,Deer Creek Lake
233907,ROCK CREEK LAKE,Inyo National Forest
233918,SHELL CREEK,Bighorn National Forest
233921,GRIZZLY CREEK PRIMITIVE,Black Hills National Forest
233926,OWEN CREEK,Bighorn National Forest
233941,WILLOW CREEK GROUP,Arapaho & Roosevelt National Forests Pawnee NG
233944,JACK CREEK CREW QUARTERS,Medicine Bow-Routt NFs & Thunder Basin NG
233945,JACK CREEK GUARD STATION,Medicine Bow-Routt NFs & Thunder Basin NG
233963,ROCK CREEK - SIUSLAW,Siuslaw National Forest
233971,THIRD CREEK GROUP SITE,Caribou-Targhee National Forest
233979,GRIZZLY CREEK GUARD STATION,Medicine Bow-Routt NFs & Thunder Basin NG
234042,LOST CREEK GROUP,Lassen Volcanic National Park
234056,RED CREEK GROUP SITE,Curecanti National Recreation Area
234108,TENDERFOOT CREEK,Chugach National Forest
234112,GRANITE CREEK,Chugach National Forest
234119,MILL CREEK DAY USE,Berlin Lake
234124,Murderers Creek Guard Station,Malheur National Forest
234147,WOLF CREEK GROUP SITE,Umpqua National Forest
234181,POTTERS CREEK PARK,Canyon Lake
234234,ROCK CREEK GROUP,Ashley National Forest
234257,OAK CREEK,Fishlake National Forest
234261,STUMP CREEK GUARD STATION,Caribou-Targhee National Forest
234306,EAGLE CREEK OVERLOOK GRP SITE,Columbia River Gorge National Scenic Area
234315,TROUT CREEK GUARD STATION,Ashley National Forest
234404,POST CREEK GUARD STATION,SHASTA-TRINITY NATIONAL FOREST
234443,FISH CREEK GROUP USE,Nez Perce-Clearwater National Forests
234540,SALMON CREEK,Tahoe National Forest
234542,FIDDLE CREEK,Tahoe National Forest
234550,GROOM CREEK SCHOOLHOUSE,Prescott National Forest
234647,FARNUM CREEK,Milford Lake
234705,GROUSE CREEK GROUP SITE,Okanogan-Wenatchee National Forest
234771,Diamond Creek Guard Station,Caribou-Targhee National Forest
250018,Fish Dam Creek Park,W. Kerr Scott Dam & Reservoir
251835,Upper Onion Creek Group Site,Moab Daily River
251920,THOMPSON CREEK PARK SHELTER (GA),Lake Sidney Lanier
252280,Indian Creek Falls Group Site,Bears Ears National Monument
252281,Creek Pasture Group Site,Bears Ears National Monument
254084,Webb Creek Park,Clearwater Lake
255118,Lower Onion Creek Group Sites,Moab Daily River
255204,Crooked Creek Lake,Crooked Creek Lake
266143,ROBIE CREEK PARK GROUP SHELTER,Lucky Peak Lake
273310,Shotgun Creek Recreation Site,Shotgun Creek OHV Staging Area
232299,CRESCENT MOON,Coconino National Forest Recreation
232561,CRESCENT,Hartwell Lake
233146,CRESCENT LAKE (MN),Superior National Forest
252282,CRESCENT LAKE GUARD STATION,Deschutes National Forest
231949,CRESTLINE PICNIC GROUND,Cleveland National Forest
231946,MONTE CRISTO,Uinta-Wasatch-Cache National Forest
251855,CROCKER GUARD STATION,Plumas National Forest
233592,CROSS LAKE DAY USE,Mississippi River Headwaters - Cross Lake
234660,UPPER CROSSING GUARD STATION,Rio Grande National Forest
233845,CROW VALLEY,Arapaho & Roosevelt National Forests Pawnee NG
232498,SANTA CRUZ SCORPION,Channel Islands National Park
232336,CRYSTAL LAKE,Angeles National Forest
233473,CRYSTAL SPRINGS,Ouachita Lake
234268,CUB RIVER GUARD STATION,Caribou-Targhee National Forest
234184,CURRIER GUARD STATION,Fremont-Winema National Forest
232195,CUTTHROAT,Apache-Sitgreaves National Forest
233367,CUYAHOGA VALLEY NATIONAL PARK PICNIC SHELTERS,Cuyahoga Valley National Park
232744,WILBUR D. MILLS,Arkansas River - Wilbur D. Mills Pool
232457,D.H. DAY GROUP,Sleeping Bear Dunes National Lakeshore
232280,KELLY DAHL,Arapaho & Roosevelt National Forests Pawnee NG
10006147,Overlook Day Use (TX),Lake O' The Pines
233159,WESTLAKE DAY USE,Lewisville Lake
233307,LAKESIDE DAY USE,Lake O' The Pines
233311,WILSON POINT (Day Use),Hugo Lake
233354,Fort Washington Park Day Use Facilities,Fort Washington Park
233380,OAK PARK DAY USE,Navarro Mills Lake
233478,DAM EAST SPILLWAY (DAY USE),Carlyle Lake
233548,MAIN DAY USE,Eau Galle Lake
233560,NORTH SANDUSKY DAY-USE,Rend Lake
233612,SOUTH MARCUM DAY USE,Rend Lake
233614,SOUTH SANDUSKY DAY USE,Rend Lake
233761,DAY LAKE,Chequamegon-Nicolet NF
233785,DAM WEST DAY USE,Carlyle Lake
233919,MIDDLE INLET GROUP DAY USE,Uinta-Wasatch-Cache National Forest
234101,DOGWOOD DAY USE,Uinta-Wasatch-Cache National Forest
234176,Edward MacDowell Lake Day Use Facilities,Edward MacDowell Lake
234243,JOHN W. FLANNAGAN DAY USE,John W. Flannagan Dam and Reservoir
232144,DAIRY SPRINGS,Coconino National Forest Recreation
232564,DALE HOLLOW DAMSITE,Dale Hollow Lake
233475,DALE MILLER YOUTH,Rend Lake
10005279,William H Harsha Lake Dam,William H. Harsha Lake
232565,DAM - QUARRY,Norfork Lake
232567,DAM SITE(GREERS FERRY),Greers Ferry Lake
232696,ROCKY POINT(WRIGHT PATMAN DAM),Wright Patman Lake
232739,WEST DAM,J. Strom Thurmond Lake
233145,KNUTSON DAM,Chippewa National Forest
233480,DAM SITE (FORT GIBSON LAKE),Fort Gibson Lake
233481,DAM SITE,John Redmond Reservoir
233484,DAM WEST SPILLWAY,Carlyle Lake
250016,Dam Site Shelter,W. Kerr Scott Dam & Reservoir
233485,DAMSITE,Pomme De Terre Lake
233832,DAMSITE - FALL RIVER LAKE,Fall River Lake
234226,GRAYSON LAKE DAMSITE SHELTERS,Grayson Lake
234231,DELAWARE LAKE DAMSITE SHELTERS,Delaware Lake
232570,DANA PEAK,Stillhouse Hollow Lake
231993,DAVIDSON RIVER,National Forests in North Carolina
234221,DEAD SWEDE,Bighorn National Forest
231997,DEER LAKE,Chippewa National Forest
232034,DEER HAVEN,Dixie National Forest
234429,DEER RIDGE LOOKOUT,Idaho Panhandle National Forests
232754,DEKKAS ROCK,SHASTA-TRINITY NATIONAL FOREST
233340,DELTA,Willamette National Forest
234722,DEMOTTE,Kaibab National Forest
233486,DENBY POINT,Ouachita Lake
233258,RIVERSIDE AT DETROIT,Willamette National Forest
255135,SOUTHSHORE AT DETROIT LAKE,Willamette National Forest
232332,DEVILS ELBOW,Idaho Panhandle National Forests
232573,DEVILS FORK,Greers Ferry Lake
232574,DEWAYNE HAYES,Tennessee-Tombigbee Waterway
232036,DEWDROP,Allegheny National Forest
234222,DEWEY LAKE SHELTER,Dewey Lake
234537,DIABLO,Tahoe National Forest
231980,DIAMOND LAKE,Umpqua National Forest
233869,DIAMOND,Uinta-Wasatch-Cache National Forest
233778,NORTH DICKEY LAKE,Kootenai National Forest
234464,SOUTH DICKEY LAKE,Kootenai National Forest
232726,TWIN DIKES,Sam Rayburn Reservoir
250818,Dillon Lake Group Picnic Shelter,Dillon Lake
233772,DIMOND O,Stanislaus National Forest
232152,DINNER STATION,Grand Mesa Uncompahgre and Gunnison National Forest
233839,DIRT FLAT,Sierra National Forest
234599,DOE LAKE GROUP SITE,National Forests in Florida
232037,DOGWOOD,San Bernardino National Forest
232294,SILVER DOLLAR,PSICC
232576,DONALDSON PARK,Cordell Hull Lake
232577,DOVER,Barkley Lake
231854,DOWDY LAKE,Arapaho & Roosevelt National Forests Pawnee NG
233489,DOWNSTREAM,Fort Peck Project
233491,DOWNSTREAM POINT,Big Hill Lake
234185,DRAKE PEAK LOOKOUT,Fremont-Winema National Forest
232182,DRIFTWOOD,Siuslaw National Forest
233842,DRY GULCH,Sierra National Forest
232578,DUCKETT MILL,Lake Sidney Lanier
231839,DUTCHMAN,Black Hills National Forest
232044,FATHER DYER,PSICC
232581,EAGLE ROCK,Table Rock Lake
234568,EAGLE GUARD STATION,Helena-Lewis and Clark National Forest
10003508,Eagleview Park,West Point Lake
231987,EAST SULLIVAN,Colville National Forest
232263,SILVER LAKE EAST- ELDORADO,Eldorado National Forest
232583,EAST FORK (TX),Lavon Lake
232758,LAKESHORE EAST,SHASTA-TRINITY NATIONAL FOREST
233233,TREASURE PARK - EAST,Coronado National Forest
233493,EAST FORK (WV),East Lynn Lake
233602,RIVERSIDE EAST,John Redmond Reservoir
233759,EAST TWIN,Chequamegon-Nicolet NF
233997,EAST KACHESS GROUP SITE,Okanogan-Wenatchee National Forest
234236,EAST LYNN LAKE SHELTERS,East Lynn Lake
234588,EAST MAROON PORTAL PICNIC SITE,White River National Forest
251453,EAST ROLLING HILLS PARK (KS),Milford Lake
232580,EASTBANK,Lake Seminole
232041,EASTSIDE,Boise National Forest
233763,EASTWOOD,Chequamegon-Nicolet NF
233790,EBENEZER PARK,Sam Rayburn Reservoir
231857,ECHO LAKE,Arapaho & Roosevelt National Forests Pawnee NG
232000,ECHO LAKE (MINN),Superior National Forest
233903,RIVER EDGE,Siuslaw National Forest
233494,EDGEWOOD,Degray Lake
233813,EGGERTS LANDING,Ashtabula Lake
234266,EIGHT MILE GUARD STATION,Caribou-Targhee National Forest
233940,EIGHTMILE GROUP SITE,Okanogan-Wenatchee National Forest
231950,EL PRADO GROUP,Cleveland National Forest
232289,LITTLE ELDEN SPRINGS HORSECAMP,Coconino National Forest Recreation
273354,ELKHORN VALLEY RECREATION SITE,Little North Santiam River
232584,ELROD FERRY,Hartwell Lake
232859,EMIGRANT GROUP,Tahoe National Forest
251549,MINER'S RETREAT ENCLOSED SHELTER (IA),Lake Red Rock
233634,PERSIMMON HILL(ENID LAKE),Enid Lake
233150,TASHA EQUESTRIAN,Fishlake National Forest
233685,WILD HORSE EQUESTRIAN FAMILY,San Bernardino National Forest
232585,EUREKA,Barkley Lake
234178,EVERGREEN MOUNTAIN LOOKOUT,Mt. Baker-Snoqualmie National Forest
232613,JOHN F KENNEDY,Greers Ferry Lake
233497,FAIRVIEW,Canton Lake
234143,FAIRVIEW PEAK LOOKOUT TOWER,Umpqua National Forest
234793,FAIRVIEW RANGER STATION,Kootenai National Forest
231947,FALCON GROUP,Cleveland National Forest
232283,FALL LAKE,Superior National Forest
233998,SILVER FALLS GROUP SITE,Okanogan-Wenatchee National Forest
234066,KETTLE FALLS LOCUST GROVE GROUP SITE,Lake Roosevelt National Recreation Area
234661,FALL RIVER GUARD STATION,Deschutes National Forest
255285,Weaver Falls Shelter,Raystown Lake
234210,PROSSER FAMILY,Tahoe National Forest
234135,FASHODA,Eldorado National Forest
232148,FAUCHERIE,Tahoe National Forest
232361,FAWN,SHASTA-TRINITY NATIONAL FOREST
233621,SANTA FE TRAIL,Council Grove Lake
232657,OLD FEDERAL,Lake Sidney Lanier
234781,FERNVIEW GROUP SITE,Willamette National Forest
233647,TAYLOR FERRY,Fort Gibson Lake
234478,JENNINGS FERRY,Black Warrior and Tombigbee Lakes
232414,FERRON RESERVOIR,Manti-La Sal National Forest
251275,FIFIELD (IA),Lake Red Rock
232302,RED FIR,Eldorado National Forest
232784,FIR GROUP,Sequoia National Forest
118991,SHEEP MOUNTAIN FIRE LOOKOUT,Bighorn National Forest
233989,SPRUCE MTN FIRE LOOKOUT TOWER,Medicine Bow-Routt NFs & Thunder Basin NG
234334,GARNET MOUNTAIN FIRE LOOKOUT,Custer Gallatin National Forest
234792,SQUAW MOUNTAIN FIRE LOOKOUT,Arapaho & Roosevelt National Forests Pawnee NG
233993,FISHERMANS GROUP,San Bernardino National Forest
233499,FISHHOOK PARK,Lake Sacajawea
234233,FISHTRAP LAKE SHELTERS,Fishtrap Lake
234294,LIMBER FLAG YURT,Ashley National Forest
232139,LODGEPOLE AT FLAMING GORGE,Ashley National Forest
231924,OLD FOLKS FLAT,Manti-La Sal National Forest
231925,FLAT ROCK (IDAHO),Caribou-Targhee National Forest
231927,REUNION FLAT,Caribou-Targhee National Forest
